Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen
10760	126.792496	46.73871	184.15	18.55	40.0
10780	149.895	28.68384	195.0	85.65	40.0
10800	147.9775	47.01575	222.3	15.900001	40.0
10820	159.15	41.537445	210.55	39.75	40.0
10840	163.795	27.868095	203.15	95.05	40.0
10860	158.16	30.648975	210.95	89.75	40.0
10880	128.97	46.73566	178.2	11.0	40.0
10900	144.43501	43.270355	212.85	41.3	40.0
10920	157.16	44.061962	194.4	24.4	40.0
10940	125.89	43.670517	202.35	31.1	40.0
10960	146.88002	38.575268	205.1	36.4	40.0
10980	143.67749	43.28144	204.15	56.2	40.0
11000	139.2075	54.36421	205.15	4.7500005	40.0
11020	154.095	50.424927	209.45	20.800001	40.0
11040	137.03001	45.74885	195.8	18.6	40.0
11060	136.6625	38.05462	186.75	52.05	40.0
11080	154.43001	34.87011	208.9	76.65	40.0
11100	138.55249	53.835182	191.75	13.9	40.0
11120	159.9075	40.934925	210.9	56.15	40.0
11140	162.8575	39.91092	215.05	53.0	40.0
11160	138.0275	51.57916	205.5	5.4	40.0
11180	164.05501	24.694939	193.45	111.55	40.0
11200	147.0975	38.46828	199.75	78.0	40.0
11220	140.39502	40.387276	195.8	68.5	40.0
11240	151.01	38.124256	213.3	56.15	40.0
11260	153.9325	37.80779	204.6	59.85	40.0
11280	151.29251	46.04885	213.5	50.9	40.0
11300	158.27249	35.492195	194.75	72.85	40.0
11320	146.29001	51.768932	206.85	4.7999997	40.0
11340	156.91501	42.049416	208.2	34.35	40.0
11360	133.0625	48.26618	198.0	20.8	40.0
11380	167.61	30.814579	216.65	75.55	40.0
11400	153.035	36.61773	193.5	68.0	40.0
11420	135.475	51.102417	201.95	11.25	40.0
11440	145.76001	46.506157	209.7	-2.4	40.0
11460	165.49751	37.890507	214.3	47.25	40.0
11480	159.7675	52.521904	220.3	19.35	40.0
11500	150.10501	50.138386	213.55	26.25	40.0
11520	143.89	54.247723	207.95	11.25	40.0
11540	139.42	50.499535	210.7	34.4	40.0
11560	140.985	46.157177	198.05	17.800001	40.0
11580	140.64499	49.499596	214.45	26.65	40.0
11600	153.12001	29.698992	211.95	67.2	40.0
11620	171.6125	32.027702	208.7	93.25	40.0
11640	158.4275	42.446293	214.45	30.949999	40.0
11660	152.515	53.026894	210.35	7.4499993	40.0
11680	157.8625	41.924973	224.75	70.5	40.0
11700	159.84749	43.920998	213.3	61.15	40.0
11720	156.7575	44.692265	217.5	49.8	40.0
11740	155.84001	34.458435	201.85	80.5	40.0
11760	142.24	42.87662	190.85	54.1	40.0
11780	166.55	20.70381	198.35	129.35	40.0
11800	145.77249	37.00142	197.5	48.45	40.0
11820	146.005	17.291674	182.45	110.0	40.0
11840	158.1625	27.873894	193.45	102.9	40.0
11860	150.72998	41.995445	200.9	40.1	40.0
11880	151.55751	47.251152	219.7	-13.6	40.0
11900	160.7775	42.269875	211.15	52.4	40.0
11920	149.59	40.12959	221.05	52.600002	40.0
11940	160.64	31.566778	197.7	90.55	40.0
11960	164.96501	37.415974	214.6	71.3	40.0
11980	140.68	32.97895	191.4	71.85	40.0
12000	163.76001	48.358803	216.6	30.9	40.0
12020	165.26	32.579784	202.0	77.65	40.0
12040	155.975	44.830494	209.75	49.8	40.0
12060	161.18748	25.828636	218.7	122.0	40.0
12080	165.81001	27.807838	205.4	90.35	40.0
12100	153.23497	45.520905	210.9	20.2	40.0
12120	151.715	54.221985	221.1	31.6	40.0
12140	169.5525	22.288767	220.2	134.25	40.0
12160	160.2225	34.78717	210.75	85.3	40.0
12180	177.5725	34.21313	227.8	67.1	40.0
12200	154.845	46.53196	215.6	16.65	40.0
12220	170.1325	39.321815	212.75	36.75	40.0
12240	169.66501	17.760147	207.6	136.65	40.0
12260	159.12	48.441113	208.65	23.0	40.0
12280	168.0975	49.2589	210.0	36.9	40.0
12300	172.88998	36.49093	222.65	86.3	40.0
12320	164.6875	36.47062	217.6	75.4	40.0
12340	160.27249	36.568333	217.1	45.25	40.0
12360	165.44998	43.396824	209.75	36.100002	40.0
12380	149.8	50.310436	213.6	9.45	40.0
12400	159.085	55.42129	225.5	5.3	40.0
12420	171.38998	30.097437	211.75	86.9	40.0
12440	176.0525	44.32659	234.05	54.45	40.0
12460	157.865	52.00243	223.15	55.45	40.0
12480	163.08499	53.99231	220.4	25.7	40.0
12500	140.6975	43.433743	193.05	35.05	40.0
12520	150.66501	35.855686	224.45	86.85	40.0
12540	169.3475	41.767372	213.6	47.2	40.0
12560	149.08249	42.107002	212.6	46.05	40.0
12580	139.2	51.51117	210.85	30.15	40.0
12600	178.29498	30.760275	212.7	75.4	40.0
12620	166.00499	34.41334	203.1	77.7	40.0
12640	155.26001	48.28684	215.3	20.1	40.0
12660	163.725	44.44833	220.8	24.2	40.0
12680	153.86002	50.407066	215.3	15.35	40.0
12700	152.44249	38.649784	208.95	74.0	40.0
12720	129.6575	58.627354	208.8	15.25	40.0
12740	149.83	36.444817	220.2	66.2	40.0
12760	147.4275	35.727512	207.65	59.7	40.0
12780	159.19499	47.820053	208.3	42.05	40.0
12800	148.9325	37.95894	200.4	69.0	40.0
12820	161.45999	53.716362	215.25	22.25	40.0
12840	180.96251	23.014647	215.55	130.35	40.0
12860	155.2775	43.176685	224.5	94.15	40.0
12880	169.48248	40.519386	232.05	78.55	40.0
12900	174.3275	36.802914	230.75	91.35	40.0
12920	156.51	51.297195	209.1	48.95	40.0
12940	153.63	53.338593	207.5	10.2	40.0
12960	147.8575	54.274544	213.1	14.7	40.0
12980	152.885	52.193317	214.4	-11.85	40.0
13000	146.945	59.43219	214.55	30.85	40.0
13020	157.43498	49.70006	209.4	33.0	40.0
13040	156.7325	48.741177	231.55	40.6	40.0
13060	140.725	67.44806	222.75	8.05	40.0
13080	151.9825	58.696056	227.85	13.75	40.0
13100	142.60999	56.48219	212.1	27.85	40.0
13120	152.89	57.704803	229.9	47.65	40.0
13140	174.67001	36.191944	215.45	104.1	40.0
13160	166.0975	46.001686	210.1	13.650001	40.0
13180	170.44	34.90074	228.4	115.2	40.0
13200	165.285	52.819614	221.85	24.65	40.0
13220	165.625	45.629063	233.7	56.95	40.0
13240	166.2375	29.477123	218.65	125.15	40.0
13260	160.41501	40.28295	234.9	47.15	40.0
13280	156.845	54.401318	234.15	15.0	40.0
13300	169.05998	42.76405	220.5	67.0	40.0
13320	164.4725	42.799126	212.25	47.1	40.0
13340	165.73251	36.61176	214.5	99.8	40.0
13360	167.95251	50.230583	225.7	45.1	40.0
13380	160.6225	40.493282	218.75	36.7	40.0
13400	150.67499	41.70009	195.95	67.95	40.0
13420	153.53	67.72707	234.2	-8.0	40.0
13440	161.85251	43.430935	220.2	47.4	40.0
13460	158.32751	44.41189	210.95	40.850002	40.0
13480	158.72	39.55579	209.1	72.9	40.0
13500	169.13	52.244576	232.7	21.95	40.0
13520	173.7875	38.15565	227.1	79.55	40.0
13540	175.475	21.265627	214.85	137.25	40.0
13560	165.97	36.244663	230.65	73.7	40.0
13580	140.0925	50.752106	214.6	19.4	40.0
13600	164.07503	44.636875	222.1	55.35	40.0
13620	174.235	27.053646	213.0	125.3	40.0
13640	163.565	44.403015	215.0	24.45	40.0
13660	158.65	42.47071	221.4	45.0	40.0
13680	166.645	41.070915	201.25	43.95	40.0
13700	160.73749	43.878925	235.95	32.7	40.0
13720	168.98752	42.862137	231.45	64.55	40.0
13740	170.77501	49.672653	228.55	40.25	40.0
13760	169.97	38.972485	232.2	57.55	40.0
13780	176.635	25.855032	217.35	138.15	40.0
13800	152.45749	54.80948	216.7	32.55	40.0
13820	154.48251	48.65765	208.2	40.3	40.0
13840	144.80249	52.694862	211.25	50.5	40.0
13860	161.5875	33.947426	222.15	62.3	40.0
13880	170.08249	55.620785	229.15	5.75	40.0
13900	169.3125	27.252	218.75	118.9	40.0
13920	153.30501	46.093876	217.15	-5.9500003	40.0
13940	165.5025	41.149254	210.65	33.6	40.0
13960	142.33751	58.22911	207.1	-13.4	40.0
13980	134.5225	58.734093	217.2	0.95	40.0
14000	137.61	45.17152	200.2	19.75	40.0
14020	147.075	49.425224	239.05	66.1	40.0
14040	156.09	51.471703	211.4	17.1	40.0
14060	155.755	48.50633	205.3	-5.85	40.0
14080	143.8975	53.110313	202.6	18.300001	40.0
14100	158.00249	41.713074	225.05	47.65	40.0
14120	153.2675	51.833477	226.0	29.0	40.0
14140	151.7475	52.337635	210.15	13.95	40.0
14160	176.43251	45.444435	242.9	63.55	40.0
14180	154.485	45.17875	234.1	28.45	40.0
14200	173.8625	39.588364	239.05	87.1	40.0
14220	168.4625	45.41553	206.0	16.6	40.0
14240	159.49251	29.986347	211.3	81.65	40.0
14260	168.93251	47.555717	222.35	38.65	40.0
14280	178.96	27.758623	217.5	107.4	40.0
14300	161.0275	32.545227	214.85	70.15	40.0
14320	173.25	33.696896	223.4	94.15	40.0
14340	159.32748	52.416965	234.35	-2.5500002	40.0
14360	161.4475	31.752144	212.5	122.4	40.0
14380	164.1625	44.576626	220.55	72.9	40.0
14400	179.44249	41.065468	221.85	26.1	40.0
14420	158.84	40.987926	218.2	38.75	40.0
14440	158.33499	60.003162	227.0	17.9	40.0
14460	165.69751	47.28962	219.8	19.95	40.0
14480	159.6575	30.797049	231.8	102.85	40.0
14500	173.5675	42.56701	220.05	13.0	40.0
14520	155.70499	46.70011	228.55	64.15	40.0
14540	161.54001	44.945717	218.85	59.1	40.0
14560	166.02501	40.507614	213.85	19.85	40.0
14580	158.6575	58.430378	230.55	-8.15	40.0
14600	164.38748	43.82828	225.3	50.05	40.0
14620	166.00249	34.245052	204.95	88.3	40.0
14640	169.6975	21.934912	211.7	131.25	40.0
14660	164.48251	45.300358	228.8	70.8	40.0
14680	167.7675	43.745388	218.95	11.95	40.0
14700	152.30751	48.0501	211.0	22.95	40.0
14720	174.8	50.318142	226.4	17.25	40.0
14740	154.69249	52.559452	227.7	43.75	40.0
14760	155.23999	45.966747	211.5	63.9	40.0
14780	161.4025	38.179535	226.5	96.2	40.0
14800	152.495	68.87852	231.25	9.3	40.0
14820	171.1075	45.352135	232.0	47.35	40.0
14840	170.2125	33.84567	223.0	72.6	40.0
14860	170.535	43.766144	233.8	44.9	40.0
14880	171.065	36.055733	221.5	89.35	40.0
14900	181.6	39.759434	227.65	45.0	40.0
14920	161.19998	52.629215	229.3	11.55	40.0
14940	172.07	29.700687	229.25	120.1	40.0
14960	156.595	63.509045	240.0	-19.800001	40.0
14980	169.37502	47.61913	230.85	9.4	40.0
15000	167.86751	50.693638	226.75	41.8	40.0
15020	175.5	33.42775	224.7	91.0	40.0
15040	161.16	43.155487	218.3	57.95	40.0
15060	166.39749	53.1234	223.75	1.4500003	40.0
15080	163.77	33.17339	207.75	68.05	40.0
15100	149.88249	62.825237	214.9	15.5	40.0
15120	164.57251	65.85069	221.1	1.6500001	40.0
15140	165.23502	43.773388	222.35	41.25	40.0
15160	180.2725	33.979675	229.0	84.7	40.0
15180	182.2675	36.16201	227.55	95.95	40.0
15200	173.1	48.9284	225.1	26.5	40.0
15220	160.62	61.622765	243.0	21.75	40.0
15240	174.34251	46.05502	233.6	19.95	40.0
15260	160.44	46.672302	214.7	44.45	40.0
15280	158.575	47.71242	229.95	30.1	40.0
15300	177.0325	37.76848	227.15	80.15	40.0
15320	183.055	27.135658	228.35	117.8	40.0
15340	176.0425	51.160313	221.1	13.35	40.0
15360	174.14749	35.364323	222.9	92.7	40.0
15380	159.94753	49.7077	215.3	40.75	40.0
15400	175.72	49.45955	231.9	48.9	40.0
15420	154.29	59.225742	232.5	10.45	40.0
15440	176.09	40.180447	230.35	69.5	40.0
15460	156.57748	50.43	218.45	37.100002	40.0
15480	169.465	29.218502	235.1	120.35	40.0
15500	172.86002	48.047646	215.2	10.35	40.0
15520	167.95999	34.84719	225.1	99.25	40.0
15540	176.43001	38.843483	218.45	37.45	40.0
15560	169.875	35.567204	222.8	90.55	40.0
15580	175.3525	39.258617	227.3	93.25	40.0
15600	162.35501	72.95941	229.25	-21.15	40.0
15620	179.75748	37.309	236.8	81.7	40.0
15640	156.5725	50.816727	231.35	49.0	40.0
15660	141.9775	63.711857	222.95	8.75	40.0
15680	167.3225	55.621918	224.35	12.75	40.0
15700	157.6175	45.807056	214.6	65.5	40.0
15720	185.7875	27.086979	224.4	125.9	40.0
15740	163.6425	51.771976	221.85	39.3	40.0
15760	176.55249	38.292	223.3	67.6	40.0
15780	177.32748	28.420568	217.55	99.2	40.0
15800	163.93501	46.263927	222.65	41.35	40.0
15820	164.41	50.527573	216.05	38.3	40.0
15840	165.8675	44.10575	232.05	39.0	40.0
15860	179.68251	33.36948	226.55	83.3	40.0
15880	167.41501	56.64264	224.5	27.45	40.0
15900	181.16	40.092613	229.85	93.9	40.0
15920	183.15	37.084457	222.4	53.55	40.0
15940	162.0875	35.557728	220.25	90.95	40.0
15960	170.76251	51.353924	216.15	19.55	40.0
15980	175.2575	49.534824	231.0	-4.2500005	40.0
16000	149.85501	64.97359	224.95	17.6	40.0
16020	166.3775	42.20428	224.15	61.9	40.0
16040	190.9125	21.900263	224.85	145.3	40.0
16060	166.7175	57.838882	225.15	-12.25	40.0
16080	169.18501	49.765118	216.5	-15.400001	40.0
16100	155.19499	59.480854	219.0	28.15	40.0
16120	169.03	51.15045	221.25	1.3000001	40.0
16140	168.175	51.365067	233.0	15.849999	40.0
16160	166.8175	55.411354	222.7	16.449999	40.0
16180	146.20999	66.57172	221.35	-15.0	40.0
16200	169.32498	38.79746	217.55	90.15	40.0
16220	189.6525	27.135918	226.8	134.9	40.0
16240	151.10751	55.03045	212.25	22.75	40.0
16260	164.16501	39.712646	216.5	72.95	40.0
16280	148.49	54.52144	225.75	11.35	40.0
16300	157.45248	59.30677	209.3	-9.1	40.0
16320	195.68752	23.751371	228.35	143.55	40.0
16340	166.895	41.007977	221.65	47.3	40.0
16360	170.3075	40.30475	228.0	62.4	40.0
16380	164.3	47.786064	214.1	19.0	40.0
16400	164.32751	51.038082	222.85	32.85	40.0
16420	161.04498	51.715656	228.95	43.05	40.0
16440	144.035	63.993137	209.55	-7.05	40.0
16460	184.58499	23.17842	209.45	123.6	40.0
16480	169.39	48.317486	238.0	39.3	40.0
16500	168.85748	33.82648	218.65	72.2	40.0
16520	172.94249	48.01414	222.05	1.35	40.0
16540	174.85251	39.390137	226.75	74.2	40.0
16560	178.31	26.175076	223.55	129.5	40.0
16580	159.295	59.31544	225.7	-2.2	40.0
16600	178.92001	34.182644	225.1	107.85	40.0
16620	182.5325	33.234608	231.3	85.15	40.0
16640	148.38	59.829742	218.25	16.4	40.0
16660	190.73999	28.121078	239.95	131.2	40.0
16680	174.1875	29.547033	224.4	117.25	40.0
16700	175.5125	38.82363	233.15	60.1	40.0
16720	173.5075	34.13164	218.8	85.3	40.0
16740	167.7925	51.987453	230.55	7.6000004	40.0
16760	164.0525	54.028053	231.85	14.6	40.0
16780	177.89	40.346035	232.05	68.45	40.0
16800	146.18501	60.36469	211.5	1.8999997	40.0
16820	184.7025	40.504864	232.95	70.15	40.0
16840	179.41501	40.370457	226.55	62.65	40.0
16860	179.2025	34.837536	217.15	58.45	40.0
16880	177.18501	37.018654	230.3	44.65	40.0
16900	179.3475	34.826828	227.05	94.55	40.0
16920	171.70749	35.834087	219.75	73.75	40.0
16940	175.24	38.798157	242.05	67.15	40.0
16960	172.7775	60.820633	230.7	15.150001	40.0
16980	176.0825	49.437378	245.75	49.25	40.0
17000	178.00247	28.197756	225.0	129.65	40.0
17020	181.34	48.76796	238.8	57.3	40.0
17040	174.5375	37.924007	216.8	75.55	40.0
17060	153.09999	60.57517	219.4	12.4	40.0
17080	176.20749	33.35108	220.75	121.2	40.0
17100	156.4725	42.990757	205.35	47.4	40.0
17120	163.7075	33.939857	222.25	121.55	40.0
17140	186.13751	43.80061	236.95	83.05	40.0
17160	164.31749	51.823868	226.05	-8.6	40.0
17180	168.695	50.60279	214.2	37.45	40.0
17200	146.00497	49.74911	221.6	43.3	40.0
17220	169.02501	42.64107	231.15	76.8	40.0
17240	172.51752	39.841774	225.55	62.85	40.0
17260	174.59	43.2424	222.35	15.7	40.0
17280	162.105	30.855375	204.65	95.15	40.0
17300	173.81252	48.50498	224.55	5.0499997	40.0
17320	160.975	43.4724	214.15	32.25	40.0
17340	163.25749	38.172504	221.05	77.5	40.0
17360	173.52501	32.89925	219.85	115.05	40.0
17380	170.9225	33.951504	209.75	84.2	40.0
17400	180.485	39.709057	217.35	22.15	40.0
17420	169.83499	36.29632	219.25	74.15	40.0
17440	179.1975	31.436693	226.6	89.0	40.0
17460	155.285	61.913273	230.8	-14.05	40.0
17480	147.70749	50.142693	201.6	29.7	40.0
17500	158.8675	55.187824	234.1	0.84999985	40.0
17520	170.36002	36.98624	221.35	84.15	40.0
17540	155.7675	61.013306	224.95	2.3	40.0
17560	176.8875	50.03061	223.5	-17.75	40.0
17580	163.4325	44.29503	224.05	11.75	40.0
17600	161.5925	66.47045	228.75	6.25	40.0
17620	159.68501	50.744724	238.85	31.95	40.0
17640	159.23752	47.125496	238.0	1.1499997	40.0
17660	161.29	38.23764	208.2	45.3	40.0
17680	84.18749	46.58675	167.2	-0.4000001	40.0
17700	104.4525	50.427803	175.3	-0.35000038	40.0
17720	98.072495	63.326344	206.25	-25.75	40.0
17740	59.1375	56.813683	174.65	-15.8	40.0
17760	94.68	36.78254	161.6	13.6	40.0
17780	65.295006	54.35138	160.85	-18.25	40.0
17800	66.447495	42.028316	153.1	-17.0	40.0
17820	41.1325	56.835674	152.45	-20.550001	40.0
17840	65.36	56.757206	189.45	-12.05	40.0
17860	75.850006	44.195484	154.15	-6.1000013	40.0
17880	76.785	42.371483	162.6	16.5	40.0
17900	87.05501	52.017025	187.85	-27.800001	40.0
17920	91.3675	44.04738	154.55	-20.300001	40.0
17940	98.4275	49.55939	186.75	12.35	40.0
17960	111.6375	52.188213	181.8	12.099999	40.0
17980	116.7725	51.684193	214.0	28.699999	40.0
18000	117.02749	42.647724	203.45	8.65	40.0
18020	145.90001	35.821266	197.85	58.0	40.0
18040	139.24	30.987194	180.25	66.85	40.0
18060	119.575	48.1952	182.5	19.45	40.0
18080	132.53	58.14937	209.35	13.75	40.0
18100	152.3075	54.164875	218.95	10.4	40.0
18120	154.08249	42.109554	198.8	25.6	40.0
18140	138.55501	41.539215	192.05	49.4	40.0
18160	148.6575	38.0804	205.55	23.15	40.0
18180	144.7225	34.24835	191.75	63.2	40.0
18200	156.65749	39.407906	212.35	51.25	40.0
18220	130.98749	48.203228	187.9	-0.35000002	40.0
18240	139.41751	53.556744	210.7	22.8	40.0
18260	146.46	40.00298	193.95	2.5499997	40.0
18280	158.315	26.026846	217.7	113.0	40.0
18300	159.3625	28.597252	198.4	98.7	40.0
18320	143.775	44.8512	196.55	56.9	40.0
18340	142.89499	42.342003	188.9	8.75	40.0
18360	148.64249	49.28094	217.9	26.6	40.0
18380	148.5775	43.893894	201.95	15.95	40.0
18400	150.51248	45.02081	200.2	23.550001	40.0
18420	158.81752	25.285936	209.55	108.65	40.0
18440	133.66501	44.036236	204.45	54.5	40.0
18460	161.41501	43.840656	203.85	1.0499995	40.0
18480	162.7	37.433838	220.05	36.95	40.0
18500	157.45749	43.16311	220.45	72.35	40.0
18520	153.55	40.918392	205.8	61.45	40.0
18540	162.465	26.50031	209.2	81.95	40.0
18560	139.04752	38.668644	201.15	46.85	40.0
18580	172.655	40.26474	206.8	48.9	40.0
18600	173.70999	37.171528	223.25	74.9	40.0
18620	170.26999	25.767534	217.95	123.7	40.0
18640	175.6825	14.047253	208.4	150.95	40.0
18660	159.9525	39.183456	221.2	61.8	40.0
18680	156.1425	41.148907	213.8	53.7	40.0
18700	164.66	46.44984	224.45	52.65	40.0
18720	163.96501	39.94232	211.3	45.3	40.0
18740	176.395	27.283957	220.4	104.85	40.0
18760	158.81747	32.58469	200.85	75.9	40.0
18780	158.41751	44.870827	215.05	41.45	40.0
18800	167.66	36.629368	220.2	49.15	40.0
18820	165.4075	51.76932	216.65	46.9	40.0
18840	161.05501	48.990677	223.15	25.5	40.0
18860	157.3475	57.122158	220.25	5.2	40.0
18880	186.7725	19.68899	219.15	142.95	40.0
18900	171.535	47.69746	235.9	13.2	40.0
18920	159.13252	48.839848	245.2	75.65	40.0
18940	175.6675	40.745018	220.65	55.05	40.0
18960	175.7175	37.945503	230.85	41.55	40.0
18980	169.905	33.82906	229.85	84.6	40.0
19000	159.85501	50.569492	221.05	14.349999	40.0
19020	166.0675	50.89201	219.75	40.75	40.0
19040	180.06499	26.107748	214.6	97.7	40.0
19060	175.02498	23.011175	220.45	125.15	40.0
19080	181.91751	31.841187	228.6	127.3	40.0
19100	176.8925	36.75996	234.0	88.3	40.0
19120	172.745	26.68243	220.0	120.55	40.0
19140	182.70999	37.457367	220.95	46.85	40.0
19160	170.9625	42.814728	221.9	59.6	40.0
19180	182.17252	34.192383	229.6	73.15	40.0
19200	158.76999	42.197006	215.9	52.8	40.0
19220	172.1125	32.113873	207.9	79.25	40.0
19240	178.0625	41.926247	236.0	41.05	40.0
19260	172.15501	28.368233	213.05	85.6	40.0
19280	175.90251	39.276714	231.7	57.35	40.0
19300	168.0425	28.845224	209.7	104.35	40.0
19320	177.54999	42.772087	233.25	37.5	40.0
19340	177.73248	33.58319	221.55	101.5	40.0
19360	173.16501	45.19093	220.3	34.85	40.0
19380	198.0325	19.74012	235.3	152.8	40.0
19400	172.06999	33.52603	226.3	75.25	40.0
19420	184.06999	39.93305	233.65	71.85	40.0
19440	161.33002	56.378223	229.1	0.8000001	40.0
19460	160.015	51.44089	228.05	6.5499997	40.0
19480	188.03499	19.373257	217.75	141.15	40.0
19500	180.61	40.371475	231.95	57.95	40.0
19520	169.95999	33.464256	218.55	101.75	40.0
19540	175.39249	34.758217	225.6	115.05	40.0
19560	168.97751	51.721394	227.55	10.25	40.0
19580	178.8925	39.5694	233.1	60.15	40.0
19600	182.52	23.299435	216.5	141.95	40.0
19620	170.16249	35.064583	229.55	92.45	40.0
19640	183.4125	33.169243	232.9	109.9	40.0
19660	173.77	35.97547	230.7	90.8	40.0
19680	162.095	40.711605	226.05	73.6	40.0
19700	172.87	36.075035	230.9	86.65	40.0
19720	182.20749	38.9398	226.35	71.7	40.0
19740	150.20999	70.27746	222.8	1.7	40.0
19760	169.555	40.617165	225.55	50.7	40.0
19780	188.8375	29.556639	229.05	127.85	40.0
19800	170.9025	42.13179	232.45	66.65	40.0
19820	184.0975	48.78855	232.4	67.4	40.0
19840	181.47	40.28042	220.4	56.25	40.0
19860	172.44998	43.012684	226.2	52.05	40.0
19880	180.535	31.8612	214.2	93.5	40.0
19900	181.55753	38.597557	232.75	44.25	40.0
19920	177.6225	34.594696	222.95	66.7	40.0
19940	171.8775	40.7093	224.1	58.4	40.0
19960	177.3175	31.198164	230.7	100.05	40.0
19980	174.39499	41.224617	225.85	45.0	40.0
20000	182.76253	44.55353	226.05	60.95	40.0
20020	168.325	44.923843	227.1	57.4	40.0
20040	186.9125	26.882772	217.7	131.25	40.0
20060	182.4075	42.073658	225.7	47.15	40.0
20080	176.10501	56.38506	228.6	19.0	40.0
20100	188.4025	25.072313	221.15	130.8	40.0
20120	177.55751	46.569138	231.1	49.05	40.0
20140	195.82751	31.357414	231.9	104.8	40.0
20160	189.35251	39.16566	233.55	73.0	40.0
20180	190.4825	25.13384	241.6	135.7	40.0
20200	177.6825	36.926464	223.5	66.7	40.0
20220	157.24251	55.911453	225.8	38.1	40.0
20240	178.1375	32.66883	218.05	75.7	40.0
20260	166.1475	54.393906	220.35	22.55	40.0
20280	176.89749	31.24872	240.8	90.1	40.0
20300	181.405	35.85857	216.7	82.75	40.0
20320	174.7075	39.509712	224.35	70.15	40.0
20340	174.0925	36.14925	230.45	64.8	40.0
20360	169.7325	44.157257	226.3	47.55	40.0
20380	184.03249	32.04722	225.8	64.4	40.0
20400	152.43251	53.65305	222.8	23.55	40.0
20420	172.4675	44.49995	209.8	-1.5499998	40.0
20440	179.95248	38.67572	226.1	54.45	40.0
20460	150.91751	50.292233	214.95	17.449999	40.0
20480	174.1275	29.607399	225.25	111.2	40.0
20500	188.98	29.816277	221.25	81.4	40.0
20520	157.4725	51.951775	211.95	40.75	40.0
20540	177.73001	29.765131	216.95	109.35	40.0
20560	166.41501	48.577126	214.65	37.75	40.0
20580	171.005	44.261524	226.8	70.75	40.0
20600	170.36499	53.087257	242.25	54.05	40.0
20620	175.7325	38.316086	217.7	95.0	40.0
20640	164.5125	39.440224	224.95	74.25	40.0
20660	168.275	46.04474	227.25	58.0	40.0
20680	189.575	20.820984	236.05	140.1	40.0
20700	195.98502	21.282095	230.9	144.95	40.0
20720	179.71751	45.74559	232.3	22.8	40.0
20740	181.94499	34.198643	228.0	101.45	40.0
20760	172.62498	49.88866	220.4	51.0	40.0
20780	177.27	45.31181	239.35	56.9	40.0
20800	178.5925	40.900513	229.8	52.3	40.0
20820	186.91501	39.33571	224.8	85.1	40.0
20840	175.66501	37.25638	226.4	81.9	40.0
20860	183.48999	47.2723	236.35	36.3	40.0
20880	166.30751	46.66439	233.85	67.75	40.0
20900	176.53	37.557297	217.8	74.3	40.0
20920	185.18999	31.382711	231.0	113.5	40.0
20940	172.63751	50.865364	225.5	64.15	40.0
20960	160.7175	45.888626	227.6	38.0	40.0
20980	167.6925	49.59369	216.7	15.05	40.0
21000	139.605	64.86366	215.35	11.8	40.0
21020	176.7575	33.32951	217.1	111.3	40.0
21040	178.2575	36.21698	224.1	74.35	40.0
21060	165.5875	53.2938	232.35	41.9	40.0
21080	167.9625	44.406452	221.85	53.1	40.0
21100	174.4275	33.356968	211.5	77.25	40.0
21120	166.70499	43.844475	230.9	74.5	40.0
21140	167.67502	46.043385	230.15	50.0	40.0
21160	168.995	36.787685	234.5	91.35	40.0
21180	184.4025	39.563896	229.2	53.45	40.0
21200	174.2175	37.81256	235.85	94.1	40.0
21220	174.13998	49.573887	240.15	50.3	40.0
21240	176.425	48.914154	223.7	5.549999	40.0
21260	165.615	46.447567	216.45	66.4	40.0
21280	162.7075	48.835117	217.7	28.35	40.0
21300	188.39499	23.069641	237.75	137.6	40.0
21320	180.05002	48.297054	234.3	0.35000026	40.0
21340	163.23001	44.906284	228.6	67.85	40.0
21360	188.39249	26.611197	235.05	130.45	40.0
