Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen
52580	213.38	28.243166	245.2	151.0	40.0
52600	210.60501	49.19606	265.35	51.2	39.8
52620	226.63252	41.584145	269.4	100.5	39.45
52640	225.06001	32.53746	273.9	171.15	38.2
52660	207.19751	63.27293	269.7	2.8500001	39.1
52680	219.0625	47.24791	268.45	113.05	39.7
52700	215.1925	42.833782	262.6	73.65	39.6
52720	219.6625	30.824474	258.85	149.25	40.0
52740	223.85751	30.3711	269.6	127.95	39.6
52760	207.6	50.580666	273.2	54.05	38.9
52780	211.75749	50.659348	272.4	98.75	39.0
52800	212.17	38.791862	257.5	110.15	40.0
52820	190.035	65.25888	272.8	6.0	38.85
52840	230.94751	25.388386	265.7	171.8	39.8
52860	203.4	44.485386	267.25	69.5	39.3
52880	217.0275	62.291264	271.35	14.950001	39.05
52900	213.81999	50.290318	258.05	77.65	40.0
52920	223.4125	39.175858	268.65	127.3	38.95
52940	210.285	57.844906	254.5	10.45	40.0
52960	197.2175	78.27111	258.4	3.8000002	40.0
52980	207.7675	41.240353	278.55	134.3	38.45
53000	189.89749	50.432842	273.1	73.1	39.4
53020	222.38998	29.775087	259.35	161.45	40.0
53040	210.715	60.72193	269.0	54.95	39.6
53060	188.99998	73.5431	274.05	6.7000003	39.3
53080	221.3375	23.485909	249.3	175.6	40.0
53100	223.6825	28.371454	257.2	131.2	40.0
53120	225.49251	35.1028	269.0	121.65	39.6
53140	216.93999	42.768093	278.65	96.1	38.2
53160	200.0025	75.743065	267.7	8.150001	39.75
53180	198.89499	59.7173	280.2	57.35	38.45
53200	202.4875	56.239433	269.2	31.1	39.65
53220	219.52502	38.62757	276.0	115.65	39.25
53240	198.215	60.61591	274.2	46.3	38.8
53260	204.22	66.41456	271.75	31.6	38.55
53280	202.7175	43.439053	269.35	124.45	39.7
53300	216.54251	43.081387	270.9	98.55	39.45
53320	203.09999	41.088993	270.2	100.6	39.55
53340	207.29752	45.419132	263.7	110.5	40.0
53360	211.12997	52.940834	268.75	72.35	39.5
53380	225.0225	52.893574	276.2	43.65	38.35
53400	200.83249	57.139603	278.25	79.15	39.05
53420	213.08249	35.83546	260.7	144.8	40.0
53440	208.92249	60.798264	273.45	4.4000006	39.35
53460	187.52	55.17259	276.8	54.55	39.15
53480	188.90251	61.967136	275.95	64.3	39.25
53500	206.19499	52.931	271.85	84.5	39.1
53520	215.56247	35.882473	268.45	113.75	39.7
53540	213.76501	38.995106	262.35	81.7	39.5
53560	232.24252	34.954903	277.85	128.75	38.3
53580	211.06499	55.782852	274.6	78.5	39.3
53600	202.83499	50.990166	269.9	69.85	39.5
53620	217.16753	53.917957	274.3	44.05	39.05
53640	219.63249	57.25176	279.6	47.4	38.1
53660	206.0125	49.52486	268.25	79.75	39.6
53680	189.0925	68.58224	264.95	5.3500004	39.95
53700	220.9725	44.320107	271.4	88.35	39.1
53720	213.32251	54.76211	267.6	58.7	39.75
53740	204.27249	54.690403	266.85	22.35	39.75
53760	212.87749	41.47009	263.3	108.0	39.7
53780	215.3425	34.82279	268.75	137.85	39.5
53800	228.005	44.651966	275.65	110.5	37.75
53820	213.3375	39.637028	254.7	96.85	40.0
53840	208.78	45.163425	270.9	107.4	39.3
53860	213.94751	50.7029	279.2	59.4	39.0
53880	215.15996	42.55034	259.3	104.25	40.0
53900	214.88498	56.236065	275.85	14.900001	39.1
53920	194.2875	71.03841	277.55	11.8	38.45
53940	212.4825	42.859783	257.5	60.8	40.0
53960	228.43999	38.392265	278.4	151.4	38.0
53980	231.8475	28.289793	274.7	155.05	38.55
54000	185.475	65.18614	255.6	47.7	40.0
54020	238.1925	28.487648	278.45	138.15	38.4
54040	221.67752	42.150715	273.25	133.3	39.1
54060	209.39499	65.98923	256.85	-2.0499997	40.0
54080	223.94754	26.515251	265.35	172.2	39.85
54100	223.98001	42.0724	275.55	117.0	39.25
54120	219.1425	48.254086	276.6	66.25	38.5
54140	201.87001	63.482082	267.05	47.5	39.5
54160	231.2375	29.762943	276.05	161.5	38.65
54180	204.26	49.823227	272.3	79.1	38.55
54200	200.14749	65.16764	273.2	40.4	39.35
54220	220.825	58.975872	276.95	2.25	38.65
54240	199.51749	42.783287	250.4	110.25	40.0
54260	203.5	42.18284	256.75	114.45	40.0
54280	221.92252	26.074808	250.25	160.15	40.0
54300	198.33	73.814224	275.55	2.5500002	38.0
54320	197.925	66.99476	272.55	5.4	39.45
54340	219.18253	29.948408	275.75	151.7	39.15
54360	230.2825	23.04106	260.45	175.8	40.0
54380	229.245	40.04236	274.35	88.8	39.2
54400	223.24252	52.13957	269.8	18.45	39.45
54420	216.21	47.551826	276.25	69.1	38.15
54440	218.38	54.09914	279.3	33.65	39.0
54460	195.405	44.614433	256.5	86.6	40.0
54480	216.16751	53.843796	257.6	10.75	40.0
54500	211.375	42.752766	274.25	95.8	39.3
54520	211.31247	31.790556	267.7	156.75	39.75
54540	196.08499	65.28667	269.85	17.65	38.85
54560	216.0	30.566843	258.1	150.6	40.0
54580	207.01999	39.364704	273.5	126.75	38.75
54600	207.4425	54.353016	256.75	9.75	40.0
54620	217.51999	44.024544	277.35	97.5	39.15
54640	198.25502	54.919155	267.75	9.45	39.7
54660	233.6875	26.012169	273.25	160.9	38.7
54680	219.17749	47.152695	274.2	89.85	38.3
54700	198.58	53.497536	263.9	99.65	39.7
54720	201.2925	49.028908	256.15	111.65	40.0
54740	202.36	67.08221	277.3	47.05	37.6
54760	216.18253	53.276886	261.1	3.15	40.0
54780	210.30498	63.802322	276.15	24.05	37.95
54800	212.675	51.791847	271.35	62.55	39.45
54820	214.05753	36.154736	251.45	139.8	40.0
54840	191.57	55.13742	273.4	54.45	39.25
54860	219.38998	48.456238	274.6	65.0	39.3
54880	228.58	28.503286	269.1	157.6	39.35
54900	230.73747	32.166843	278.15	135.0	37.35
54920	210.5875	57.424454	269.3	35.45	39.05
54940	213.8125	46.55789	258.9	56.0	40.0
54960	236.41252	31.59073	278.0	158.1	37.05
54980	220.41	52.683025	275.55	9.0	39.25
55000	219.35	47.310345	280.45	98.95	38.85
55020	195.295	55.370586	249.3	51.45	40.0
55040	203.49501	40.370045	271.1	94.4	39.15
55060	218.1475	35.158875	257.45	105.45	40.0
55080	193.33249	43.103764	259.05	104.65	40.0
55100	201.025	64.92106	260.6	4.2000003	40.0
55120	210.92	59.22831	264.05	86.05	39.95
55140	205.06499	48.21463	276.65	85.5	39.2
55160	203.10999	45.545418	273.35	92.0	38.7
55180	206.99248	49.14187	279.75	72.15	38.25
55200	212.18498	47.54356	279.0	52.1	39.0
55220	174.88501	75.48025	255.25	5.8999996	40.0
55240	187.785	47.795765	254.1	107.3	40.0
55260	197.5875	57.073387	259.4	69.35	40.0
55280	214.47249	33.772667	258.95	143.25	40.0
55300	196.865	37.00039	253.0	114.85	40.0
55320	202.81	39.24135	259.95	129.45	40.0
55340	204.57498	45.615276	272.45	60.5	39.35
55360	206.79501	38.917305	258.25	123.2	40.0
55380	212.73502	42.61664	274.6	100.8	39.25
55400	202.5	64.71218	259.3	-18.0	40.0
55420	221.48003	53.600613	273.1	53.95	38.9
55440	197.155	60.806355	263.55	-6.8	39.95
55460	222.80501	32.148262	259.1	119.6	40.0
55480	203.6925	58.524246	271.15	52.2	39.4
55500	211.6925	39.220963	269.55	126.1	39.65
55520	207.5375	46.477898	270.4	86.4	38.8
55540	213.6875	44.83949	253.85	57.25	40.0
55560	214.25497	41.11775	268.85	77.65	39.6
55580	220.405	36.54074	265.4	142.9	39.8
55600	227.57251	31.768444	275.15	137.5	39.2
55620	217.8425	28.721241	273.3	162.8	39.35
55640	180.9025	50.655094	256.45	66.15	40.0
55660	214.31001	50.85306	268.55	24.4	39.65
55680	179.12	74.595245	249.3	-21.65	40.0
55700	202.68748	42.81533	254.5	72.7	40.0
55720	220.13249	36.421494	265.05	128.45	39.7
55740	219.06747	37.711018	255.95	118.25	40.0
55760	200.48001	65.81268	276.1	-24.050001	39.15
55780	202.85251	39.65692	251.1	103.95	40.0
55800	212.13498	60.524143	271.9	4.75	38.95
55820	201.65	66.99788	275.85	46.55	39.2
55840	215.9125	37.641315	255.15	108.95	40.0
55860	212.76498	43.20201	259.1	65.9	40.0
55880	202.22	58.14878	255.45	15.150001	40.0
55900	196.9575	48.81964	257.05	33.25	40.0
55920	213.1925	39.11079	272.55	144.45	39.0
55940	208.06499	39.658215	257.4	90.55	40.0
55960	206.1425	41.734154	258.4	85.5	40.0
55980	216.3175	35.165882	267.45	118.3	39.55
56000	206.05753	43.087543	259.7	115.5	40.0
56020	192.7125	58.112556	234.6	-18.550001	40.0
56040	199.37999	55.154026	259.1	2.0	40.0
56060	208.12	52.478878	274.4	34.45	39.3
56080	207.30249	51.093307	268.75	52.05	38.85
56100	201.66501	45.948597	259.95	79.6	40.0
56120	215.44247	34.326633	274.25	134.7	38.8
56140	206.78	62.026176	254.9	25.15	40.0
56160	202.8625	53.88985	275.1	71.4	38.5
56180	184.5025	54.64045	248.55	72.85	40.0
56200	210.0	37.203335	249.95	133.55	40.0
56220	203.275	57.35469	264.2	39.65	39.75
56240	210.795	36.183933	251.05	128.7	40.0
56260	193.30753	50.024498	261.4	63.25	39.85
56280	209.53	45.16411	258.0	66.5	40.0
56300	197.38249	47.052876	256.85	86.35	40.0
56320	208.62749	49.50332	258.45	29.85	40.0
56340	205.89253	50.41012	265.2	30.15	39.8
56360	207.02002	38.942802	258.15	81.7	40.0
56380	208.5	40.86054	260.55	105.7	39.9
56400	206.03252	46.144417	257.9	73.2	40.0
56420	219.73499	32.273186	267.6	120.45	39.65
56440	207.67752	48.93898	272.6	79.45	39.0
56460	208.54501	61.460052	272.8	36.65	39.3
56480	223.8625	31.546234	264.9	146.95	39.85
56500	219.36002	39.277966	265.75	104.3	39.75
56520	188.215	79.70372	259.2	9.400001	40.0
56540	217.53	29.240473	267.3	137.95	39.8
56560	220.94247	33.182495	278.45	129.8	39.0
56580	185.60999	57.561436	250.75	48.95	40.0
56600	216.78499	58.69917	269.85	5.4000006	38.6
56620	213.77002	43.044704	258.45	117.25	40.0
56640	210.0375	46.72834	267.2	59.5	39.6
56660	204.27	40.44812	250.5	125.65	40.0
56680	185.43999	55.812386	255.05	60.45	40.0
56700	218.1525	33.210075	278.6	138.4	39.1
56720	214.8425	23.031853	244.2	145.25	40.0
56740	226.25497	33.787067	267.0	118.6	39.75
56760	225.175	24.233747	266.45	152.5	39.85
56780	214.125	28.898783	255.15	121.1	40.0
56800	192.52	65.23155	257.05	1.5500003	40.0
56820	200.3125	49.01651	254.3	24.15	40.0
56840	188.445	63.790066	268.75	67.55	39.55
56860	227.05	23.89499	268.85	178.4	39.3
56880	209.23502	30.672415	255.65	126.8	40.0
56900	208.54251	37.693264	261.8	118.3	40.0
56920	221.1875	29.239037	262.4	141.6	39.75
56940	212.005	27.981855	257.6	165.4	40.0
56960	207.6475	32.985153	258.5	137.55	40.0
56980	213.82748	37.784626	258.65	115.0	40.0
57000	207.29	42.81671	269.8	97.35	39.7
57020	191.38248	45.188107	259.7	101.95	40.0
57040	207.66751	36.93809	252.25	88.05	40.0
57060	197.03	58.130722	255.7	-7.5	40.0
57080	209.6375	38.4198	273.5	138.75	39.0
57100	213.23747	34.71881	268.35	116.45	39.6
57120	201.09499	56.560333	273.3	7.65	39.3
57140	194.9575	62.286522	257.55	18.2	40.0
57160	224.49251	41.726467	270.45	66.4	39.2
57180	212.76498	35.166058	256.9	126.5	40.0
57200	210.085	40.281208	264.3	72.25	39.55
57220	185.4675	48.183304	245.45	87.45	40.0
57240	201.23499	51.01561	260.5	45.9	40.0
57260	193.87	56.66489	256.5	34.4	40.0
57280	209.175	48.127903	269.75	67.35	39.55
57300	216.00497	38.833096	269.9	101.7	39.65
57320	207.6375	36.464615	276.5	138.3	39.2
57340	203.81749	41.816277	257.7	113.9	40.0
57360	196.79501	61.360752	250.6	17.85	40.0
57380	206.70749	37.950676	254.2	120.5	40.0
57400	207.79501	56.363068	257.75	7.8	40.0
57420	215.43001	43.187073	259.95	82.1	39.95
57440	190.3125	65.062004	269.6	-9.85	39.6
57460	199.3725	47.880707	267.15	108.1	39.7
57480	182.19002	59.214993	256.15	24.6	40.0
57500	208.17	49.699287	264.95	43.7	39.85
57520	203.99998	47.213932	274.15	106.85	39.35
57540	207.47	46.706676	255.9	36.35	40.0
57560	195.3825	54.813965	248.8	75.8	40.0
57580	209.31001	48.57103	259.35	54.8	40.0
57600	201.86752	55.94122	270.1	9.950001	38.85
57620	211.7375	58.121216	260.3	52.0	40.0
57640	192.13	48.04092	254.3	101.9	40.0
57660	193.77501	46.373928	251.5	112.65	40.0
57680	202.2225	45.33932	275.05	85.9	39.25
57700	203.7825	37.956352	268.75	141.05	39.55
57720	216.42	31.984482	256.35	105.4	40.0
57740	206.3875	42.103443	270.3	121.6	39.55
57760	233.16751	19.982649	268.75	195.1	39.6
57780	213.12749	37.84202	254.05	93.65	40.0
57800	215.1575	35.50034	256.2	117.65	40.0
57820	210.4825	43.98825	276.85	83.5	39.15
57840	200.25	52.887104	273.1	50.7	39.35
57860	216.4325	64.49566	274.85	-5.9	37.85
57880	191.68001	70.44892	277.35	15.650001	39.1
57900	217.08	34.449562	256.8	130.6	40.0
57920	205.22	50.22789	250.2	26.8	40.0
57940	208.6525	57.838936	258.3	20.8	40.0
57960	197.79251	63.664413	274.95	10.400001	39.2
57980	212.6825	37.373535	274.5	137.35	38.8
58000	191.58499	57.27356	249.0	47.05	40.0
58020	199.51999	44.425205	257.75	102.55	40.0
58040	201.50499	52.794518	266.65	69.4	39.8
58060	188.6425	57.657246	258.1	56.5	40.0
58080	211.81499	44.075092	275.4	90.9	38.4
58100	213.35	44.153732	265.15	108.05	40.0
58120	200.70499	50.004192	273.65	24.9	39.35
58140	208.16	59.930134	272.45	14.400001	39.45
58160	223.835	32.971382	258.95	121.6	40.0
58180	203.35251	38.46697	241.45	99.8	40.0
58200	201.47	49.451515	261.35	81.5	40.0
58220	189.4675	69.010994	251.9	11.25	40.0
58240	207.1575	47.667862	267.15	86.65	39.65
58260	226.525	26.278242	269.45	161.75	39.15
58280	205.915	55.057526	267.6	20.75	39.75
58300	207.7325	46.28259	258.6	82.5	40.0
58320	201.19	49.587376	256.75	88.05	40.0
58340	208.20749	59.774647	274.6	49.85	37.5
58360	211.07748	43.15927	275.6	119.3	39.25
58380	203.7975	42.05285	256.85	61.15	40.0
58400	237.79248	20.499933	275.25	195.35	38.4
58420	219.215	35.814484	258.3	147.5	40.0
58440	210.6925	43.239094	253.75	73.95	40.0
58460	203.67752	43.41314	252.05	65.3	40.0
58480	205.425	57.133327	270.75	52.15	39.5
58500	194.8775	58.58992	257.8	50.7	40.0
58520	206.90752	56.235485	265.6	34.1	39.75
58540	215.095	44.817944	271.75	96.7	39.1
58560	212.2675	37.93372	276.75	137.65	38.7
58580	191.64499	74.20925	277.2	0.35000005	38.3
58600	212.3175	39.0823	265.5	147.2	39.25
58620	209.8	33.618027	248.45	84.3	40.0
58640	192.97499	59.01041	271.75	40.1	39.15
58660	209.57999	32.556683	248.2	125.7	40.0
58680	203.22	39.945057	257.8	115.25	40.0
58700	202.90001	62.93559	278.85	36.25	38.6
58720	218.97	33.362503	276.55	142.05	39.1
58740	215.17249	30.5695	267.1	145.6	39.75
58760	218.5225	41.215645	273.2	106.0	39.35
58780	204.2125	56.256714	274.7	90.4	37.95
58800	205.55249	41.103252	278.2	139.1	38.0
58820	198.49501	52.014614	266.75	46.95	39.65
58840	211.95248	42.442215	252.75	54.1	40.0
58860	210.175	45.96298	271.8	86.85	39.4
58880	221.66751	24.494225	252.4	151.05	40.0
58900	213.16501	40.47096	259.85	108.3	40.0
58920	208.32498	46.552586	257.05	63.05	40.0
58940	208.91	37.688644	247.25	100.4	40.0
58960	193.43002	65.4975	258.1	6.45	40.0
58980	214.11499	43.654766	261.6	88.2	39.95
59000	216.24251	39.241417	277.9	131.6	38.75
59020	207.125	52.52885	269.4	74.55	39.45
59040	205.33252	49.458332	277.15	44.65	39.1
59060	216.4875	49.21948	274.45	79.45	38.8
59080	213.295	47.99799	274.5	59.2	39.2
59100	198.0325	47.934906	276.9	79.5	38.85
59120	214.07748	42.461502	269.85	130.8	39.55
59140	225.39499	30.588713	274.05	149.05	38.55
59160	205.42752	58.389977	274.8	26.6	39.2
59180	205.15251	37.39555	264.45	115.85	39.8
59200	214.35498	52.57809	258.5	35.65	40.0
59220	193.625	66.073006	271.85	23.15	39.05
59240	217.77751	36.345867	267.95	104.95	39.5
59260	203.80249	54.030018	276.8	79.65	39.0
59280	198.2075	68.46202	264.5	18.6	39.95
59300	210.29001	59.718884	266.95	5.3	39.9
59320	215.26999	30.437105	259.45	154.0	40.0
59340	211.655	59.389675	264.55	26.800001	39.45
59360	197.6425	47.392586	252.15	75.05	40.0
59380	218.86247	22.370045	248.25	170.3	40.0
59400	204.1375	45.70614	254.5	68.45	40.0
59420	224.8625	27.167128	267.45	148.9	39.45
59440	216.99751	26.689888	256.65	169.3	40.0
59460	216.0175	45.91579	264.5	95.1	39.95
59480	204.70749	67.10999	277.25	25.5	38.65
59500	208.5975	38.74033	267.25	133.4	39.55
59520	209.4675	52.29597	269.15	34.35	39.45
59540	222.32503	51.779938	276.35	50.1	38.35
59560	196.205	68.922585	278.3	34.45	37.7
59580	195.6875	55.624783	278.05	84.05	37.35
59600	216.045	38.817566	270.05	127.45	39.0
59620	222.57248	36.542107	256.45	109.1	40.0
59640	197.1025	50.020676	245.85	55.95	40.0
59660	206.7875	62.669914	272.45	68.35	37.95
59680	216.57751	42.989662	265.1	96.15	39.8
59700	216.165	55.109585	274.6	36.2	37.95
59720	214.14499	24.07221	251.4	157.95	40.0
59740	214.45749	53.544407	272.55	41.0	38.15
59760	208.47002	43.331284	259.45	121.05	40.0
59780	205.68999	42.58507	254.2	107.2	40.0
59800	215.23001	28.26488	255.2	160.95	40.0
59820	190.67	62.197403	269.05	3.3500004	39.5
59840	208.45752	42.956722	250.65	101.95	40.0
59860	233.11002	18.554289	263.2	174.55	40.0
59880	221.30249	37.935726	272.3	100.25	39.3
59900	207.86751	47.90315	256.85	93.5	40.0
59920	214.1625	44.151253	274.7	103.65	39.25
59940	210.9825	35.613506	271.65	135.75	39.4
59960	201.20999	55.754696	261.1	72.0	39.9
59980	202.16249	36.235126	255.7	101.75	40.0
60000	198.1775	44.709774	242.6	73.7	40.0
60020	218.50249	36.694706	257.1	111.2	40.0
60040	186.48502	59.38454	253.95	21.0	40.0
60060	191.045	71.71755	270.5	30.9	39.15
60080	201.79752	37.96245	256.8	114.95	40.0
60100	191.545	62.965466	265.8	22.35	39.9
60120	220.92249	33.05966	267.65	143.0	39.7
60140	209.80501	46.03842	259.0	58.8	40.0
60160	219.40002	30.250467	256.85	151.6	40.0
60180	183.81499	74.24694	273.35	1.5000004	39.35
60200	203.9525	50.815765	277.65	61.0	39.1
60220	197.54251	55.956135	254.45	57.9	40.0
60240	204.1225	56.18153	275.1	42.25	39.25
60260	220.25748	31.263332	275.4	175.05	38.95
60280	205.74748	58.27493	254.45	33.65	40.0
60300	203.70499	62.743313	270.65	22.0	39.45
60320	217.51498	45.61837	275.8	133.9	38.15
60340	211.99751	39.98117	267.2	97.25	39.25
60360	215.63501	53.164608	276.75	84.9	38.25
60380	201.91748	61.698486	274.4	50.5	38.45
60400	205.31999	58.114822	272.05	79.7	39.45
60420	223.74251	36.754	265.8	138.65	39.65
60440	218.81999	47.70727	272.1	109.4	38.25
60460	207.89499	58.060894	270.0	54.25	39.1
60480	201.7175	54.953247	272.6	82.65	39.0
60500	213.79	40.46671	270.8	125.1	39.5
60520	210.06747	56.417828	276.75	70.3	38.15
60540	218.66003	43.16024	278.35	101.8	39.0
60560	193.4975	73.813896	258.5	12.3	40.0
60580	189.285	60.42183	261.0	55.05	40.0
60600	225.0875	22.878927	269.6	196.35	39.35
60620	209.73499	43.086716	259.3	48.8	40.0
60640	215.045	44.441463	273.35	52.05	39.35
60660	210.22	46.23007	271.65	105.5	38.85
60680	190.80998	56.030434	280.0	77.65	38.95
60700	206.81247	52.327324	278.0	23.45	39.1
60720	193.5825	75.12433	275.8	30.55	38.2
60740	217.08	39.846066	258.2	109.95	40.0
60760	214.59	62.033253	266.95	43.65	39.75
60780	206.6425	52.249958	274.25	75.45	38.55
60800	229.4	41.01815	275.95	94.45	38.55
60820	227.76001	34.55653	274.45	158.9	37.95
60840	206.7375	45.859898	258.15	107.35	40.0
60860	219.77998	39.091747	274.6	144.65	38.2
60880	221.86002	28.471561	265.5	148.45	39.85
60900	222.715	39.52375	275.4	142.55	38.2
60920	186.94499	55.725967	275.05	62.8	39.2
60940	230.75504	40.154804	274.55	114.8	38.55
60960	209.6525	38.139133	252.65	108.95	40.0
60980	190.52751	47.77803	268.3	115.05	39.6
61000	199.89249	62.299454	272.2	80.7	38.9
61020	222.08249	43.405346	272.85	79.3	39.25
61040	218.9	44.675694	273.45	110.2	38.2
61060	207.45999	47.581177	258.6	75.35	40.0
61080	216.255	58.189255	275.4	44.5	37.45
61100	217.4325	39.640205	271.9	112.5	39.05
61120	218.8475	45.828938	273.4	90.65	38.7
61140	201.2875	47.382942	257.55	100.85	39.85
61160	232.755	30.772266	271.9	169.25	38.85
61180	212.53499	48.12808	275.85	94.8	38.3
61200	206.26498	51.763584	253.45	83.4	40.0
61220	215.4675	42.408142	266.25	61.65	39.75
61240	212.22998	35.51029	259.25	106.8	40.0
61260	222.72002	40.20255	274.35	138.9	38.55
61280	231.83748	32.33615	276.8	153.35	37.85
61300	206.79251	56.62829	267.1	51.2	39.5
61320	215.38	47.071133	277.75	70.2	39.1
61340	224.54501	46.84608	273.2	84.8	39.3
61360	228.07503	27.637573	256.35	148.9	40.0
61380	215.88249	41.145138	276.2	123.95	39.0
61400	196.99998	53.968525	245.85	-23.15	40.0
61420	203.88498	47.99197	257.75	91.1	40.0
61440	235.715	23.025211	263.95	171.15	39.5
61460	209.50249	35.465656	258.65	126.15	40.0
61480	219.4325	28.504728	258.65	159.25	40.0
61500	215.755	46.729492	275.35	118.55	38.0
61520	214.09001	26.580042	267.9	156.6	39.7
61540	205.7175	32.092926	257.2	132.9	40.0
61560	227.2125	29.651447	274.15	137.0	39.3
61580	209.12	51.846527	260.9	43.5	39.9
61600	226.83249	39.695095	274.0	100.15	38.55
61620	196.4675	61.44348	275.6	31.1	39.15
61640	213.18253	36.044632	269.95	143.1	39.6
61660	236.2875	43.13841	278.45	96.3	36.8
61680	226.55252	32.358837	276.35	164.7	38.85
61700	213.55	54.295483	275.75	29.15	39.15
61720	229.0575	30.763578	275.6	136.95	39.25
61740	220.49751	33.897057	266.15	132.95	39.75
61760	199.8475	46.013866	276.2	73.75	38.4
61780	236.51498	29.265118	273.75	176.0	38.6
61800	222.37752	22.774754	273.2	178.1	39.4
61820	220.81001	42.18228	266.55	118.95	39.2
61840	227.41501	23.578531	276.15	185.45	39.15
61860	200.105	72.6024	269.95	4.7000003	39.1
61880	213.11748	40.497974	259.7	91.8	40.0
61900	211.6575	54.499996	268.4	51.5	39.5
61920	228.8925	24.40122	270.25	154.95	39.15
61940	220.42249	40.4642	278.3	119.7	38.3
61960	196.3	60.30615	271.7	58.95	38.7
61980	221.925	30.319544	277.15	146.85	39.1
62000	210.88249	51.27087	278.5	37.05	39.05
62020	224.06999	39.510376	275.2	113.95	38.2
62040	197.5625	66.49574	263.25	29.25	40.0
62060	218.17998	41.73939	265.5	114.6	39.45
62080	216.19998	47.762383	277.35	70.55	38.3
62100	228.5325	38.624825	273.9	126.5	38.7
62120	207.8425	50.15315	267.5	88.4	39.3
62140	217.69751	43.151825	265.1	107.05	39.75
62160	217.48499	53.497684	267.65	49.1	39.55
62180	202.99251	64.695335	267.9	5.4500003	39.7
62200	217.08249	47.840305	271.6	74.35	39.0
62220	201.785	67.06293	273.2	22.9	39.3
62240	225.5375	39.369316	272.5	109.4	38.45
62260	212.12749	50.633446	273.95	84.0	39.3
62280	234.22253	25.066849	277.35	156.15	38.75
62300	197.36751	62.223396	274.45	53.95	38.4
62320	217.1425	48.696762	270.65	59.95	39.5
62340	216.25	41.17975	263.65	127.15	39.95
62360	229.405	26.05372	270.3	159.3	39.65
62380	231.9825	17.319681	257.65	201.7	40.0
62400	222.21	45.54699	279.45	94.1	37.95
62420	221.41748	42.714287	257.95	68.1	40.0
62440	216.86499	41.980846	272.45	128.1	39.0
62460	221.72751	33.433178	271.9	120.85	39.2
62480	209.96248	49.476048	268.65	79.5	39.1
62500	201.895	44.457134	259.0	83.85	40.0
62520	236.17	40.433666	275.75	108.2	37.2
62540	202.82	66.94298	271.95	31.85	39.0
62560	220.54	58.91104	275.85	47.75	37.65
62580	217.1625	50.776253	272.9	94.65	38.05
62600	245.66997	20.86894	273.95	184.9	37.8
62620	220.26001	55.156258	277.45	49.25	37.8
62640	201.45999	52.10931	275.5	68.05	38.9
62660	226.49251	38.215794	258.6	108.4	40.0
62680	211.64749	53.877724	275.05	44.1	39.25
62700	222.38252	46.53066	267.95	48.6	39.3
62720	226.19748	42.96228	274.75	138.0	38.15
62740	199.12	61.552856	257.4	24.0	40.0
62760	213.6025	41.274853	275.45	133.4	38.65
62780	200.05751	56.21838	260.15	50.6	39.8
62800	183.9525	54.48362	256.75	78.25	40.0
62820	218.2	36.982964	257.1	124.2	40.0
62840	233.04752	39.84011	276.25	72.05	38.95
62860	213.6525	46.9738	276.95	114.95	37.95
62880	212.5125	40.749992	267.3	129.35	39.35
62900	217.54251	44.648006	279.0	124.6	38.45
62920	230.51498	47.28936	275.3	63.4	38.5
62940	221.38252	50.626396	274.5	87.6	38.1
62960	218.29001	48.76252	272.8	80.85	38.85
62980	229.32002	27.965946	266.6	161.35	39.9
63000	220.825	41.47176	265.85	110.7	39.8
63020	211.07751	46.539146	268.6	98.75	39.45
63040	215.97249	38.888905	261.75	123.4	40.0
63060	226.025	30.255472	275.0	170.85	39.25
63080	226.21	49.27987	271.35	43.6	39.4
63100	222.09001	43.693558	263.35	82.35	39.55
63120	233.2675	23.31549	276.05	192.4	38.4
63140	201.4275	54.163475	277.8	52.6	39.05
63160	197.9075	71.6775	275.0	6.8	38.5
63180	208.24002	52.808346	267.35	28.55	39.45
63200	213.74503	44.727875	260.3	94.7	40.0
63220	239.9375	30.080772	276.9	159.6	36.5
63240	224.51999	44.042435	273.75	115.65	38.75
63260	231.02249	49.550705	275.9	49.1	37.8
63280	201.08499	44.065723	260.0	95.0	40.0
63300	200.82251	58.815186	275.6	62.3	39.1
63320	237.79	27.829582	279.2	179.3	37.7
63340	234.54997	31.883432	273.35	140.35	37.95
63360	222.10002	43.29159	273.6	95.1	38.4
63380	220.93498	51.002594	272.55	45.1	39.35
63400	207.86499	61.094322	273.05	38.8	38.75
63420	212.12003	32.930923	270.95	158.15	39.55
63440	218.51498	42.050907	275.35	130.75	38.45
63460	206.7125	49.48495	261.05	70.2	39.7
63480	220.73499	41.550335	271.65	119.65	39.35
63500	224.8075	38.214115	275.3	130.4	38.25
63520	223.89001	44.600834	277.05	96.7	39.15
63540	206.27751	57.482227	275.2	35.6	39.0
63560	226.81001	44.2704	278.15	65.45	38.05
63580	228.09	29.468164	271.85	159.2	39.35
63600	231.45999	38.180935	276.45	113.25	38.35
63620	211.4025	49.902496	277.5	107.95	38.2
63640	216.11502	39.446262	271.2	154.6	39.2
63660	216.01253	39.430885	260.45	133.3	40.0
63680	219.6575	63.14324	278.1	38.25	37.05
63700	225.28252	42.079037	270.55	101.4	39.0
63720	214.535	38.850945	261.6	97.6	39.95
63740	215.8575	45.60785	278.2	126.45	38.45
63760	220.28252	36.31476	259.2	145.45	40.0
63780	227.03748	45.693783	278.55	97.9	36.75
