Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	MeanDiff	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
62	53.34437	27.084455	108.75	-17.5	77.625	4699.0	0.0761812	-6.9849193e-10	12.7533865	-0.008411469	-0.53413796	1.9614809	0.0058533773	0.06545	49.0	2035.1424813270569
63	57.71118	25.08947	109.15	-19.7	78.960526	4775.0	0.07403253	-1.8626451e-09	11.806616	-0.008729177	-0.34910882	1.9733461	0.0071081473	0.0612875	49.0	2067.194535255432
64	55.28766	27.829573	106.0	-29.85	77.51852	4856.0	0.07618317	3.7252903e-09	11.681123	-0.008482339	-0.33230036	1.9226568	0.0060391934	0.062487498	49.0	2100.9118304252625
65	57.541775	28.970205	121.95	-11.850001	76.77215	4935.0	0.069830656	3.958121e-09	12.22942	-0.008857629	-0.25804424	1.9162617	0.0065588523	0.0679125	49.0	2132.3534877300262
66	63.358437	26.24207	108.35	-13.500001	76.16883	5012.0	0.073515095	-9.313226e-10	11.941088	-0.008437629	-0.3718617	1.9178095	0.0063172746	0.0639125	49.0	2163.831481695175
67	65.21464	23.11117	118.15	-19.350002	76.10976	5094.0	0.07512938	-5.5879354e-09	13.390657	-0.0075145764	-0.43259072	1.8739324	0.0052814637	0.059125002	49.0	2197.2773628234863
68	63.29187	25.857185	115.8	-13.1	76.2875	5174.0	0.0699134	-2.7939677e-09	13.383545	-0.00804555	-0.44139457	1.8660606	0.006113521	0.06326249	49.0	2229.549656391144
69	63.720726	29.47717	121.45	-8.900001	73.5	5256.0	0.06964337	6.519258e-09	12.498679	-0.008006947	-0.4008112	1.857357	0.0066107768	0.0652125	49.0	2261.083573579788
70	69.89404	26.015139	121.95	7.599999	72.14286	5340.0	0.07501595	4.8894435e-09	14.477356	-0.008006267	-0.49357092	1.808792	0.006506863	0.064275	49.0	2294.285823583603
71	67.21588	34.101326	122.05	-30.95	70.564705	5425.0	0.07437655	1.9790605e-09	14.37073	-0.0077893	-0.6063677	1.8333571	0.006164399	0.06532499	49.0	2327.2970950603485
72	67.32229	29.980581	118.4	-26.750002	74.12048	5508.0	0.066994905	5.5879354e-09	13.321477	-0.007856455	-0.35516274	1.8317701	0.0063711726	0.06735	49.0	2360.0463235378265
73	70.97941	30.166952	121.25	-16.000002	70.588234	5593.0	0.06804495	3.4924597e-09	14.503042	-0.007561259	-0.4931003	1.7963731	0.006123128	0.0627625	49.0	2391.3616847991943
74	76.46092	24.07936	119.0	-11.85	70.195404	5680.0	0.06646177	-2.561137e-09	13.927479	-0.008102112	-0.52734697	1.7779809	0.006817435	0.0633875	49.0	2423.195172548294
75	75.084305	29.167011	122.55	2.899999	68.19768	5766.0	0.06729294	-3.958121e-09	13.800169	-0.008165494	-0.4706198	1.7378261	0.006096971	0.070925005	49.0	2455.7079961299896
76	77.18077	28.39535	123.7	-19.150002	67.08791	5857.0	0.077408105	-3.7252903e-09	12.812611	-0.008260619	-0.40359664	1.7256626	0.006092535	0.06641251	49.0	2489.4640350341797
77	80.00731	26.576107	124.25	-10.050001	67.64045	5946.0	0.07308492	6.519258e-09	12.988737	-0.008083865	-0.415452	1.727243	0.006257912	0.0659875	49.0	2522.273789167404
78	78.05269	33.172054	123.05	-25.2	64.344086	6039.0	0.06914379	-9.313226e-09	13.565783	-0.008291144	-0.4998231	1.6934874	0.006121816	0.063625	49.0	2554.3576498031616
79	85.24239	24.031599	121.4	9.549999	64.358696	6131.0	0.07669524	0.0	13.034117	-0.008829039	-0.6574427	1.6895812	0.0069840234	0.066837505	49.0	2587.881781101227
80	82.041916	30.592848	126.2	-1.1500007	63.040405	6230.0	0.07118034	-9.313226e-10	14.911243	-0.0077805175	-0.6010395	1.6344433	0.0057040458	0.06115	49.0	2621.801824092865
81	88.80433	29.509766	126.1	7.649999	57.73077	6334.0	0.06389502	9.313226e-09	13.561207	-0.008040561	-0.4565035	1.6079187	0.0063396124	0.0652125	49.0	2654.1234364509583
82	86.57851	32.10737	126.4	-13.500001	57.28972	6441.0	0.07963291	7.450581e-09	15.727006	-0.008307276	-0.4464867	1.5817801	0.00589472	0.068550006	49.0	2689.4614446163177
83	82.80204	28.825726	122.8	17.449999	62.5	6539.0	0.064723	0.0	12.483473	-0.008376669	-0.44334424	1.6098456	0.006330599	0.0638375	49.0	2722.07519865036
84	89.75571	29.12131	127.4	-15.400001	56.74286	6644.0	0.069935724	2.7939677e-09	13.200157	-0.008526212	-0.4975227	1.5625684	0.0062315585	0.065125	49.0	2755.9879026412964
85	84.28687	28.61956	126.85	-0.90000045	61.11111	6743.0	0.06456354	2.3283064e-09	12.578432	-0.00806384	-0.41364586	1.5623595	0.005697135	0.0590875	49.0	2788.2323422431946
86	92.908035	28.699816	127.55	0.94999915	54.473213	6855.0	0.064489	0.0	14.794181	-0.0073804334	-0.47810376	1.5378603	0.0065590674	0.0642625	49.0	2821.5100133419037
87	92.46174	29.109426	125.0	10.799999	53.904346	6970.0	0.06887068	-5.5879354e-09	15.185383	-0.0077093113	-0.45265603	1.5086094	0.0058520515	0.058650002	49.0	2855.4977712631226
88	96.61293	28.172106	125.05	5.449999	50.0	7086.0	0.07757451	7.450581e-09	14.297771	-0.007713276	-0.5902108	1.493016	0.0058623953	0.060275	49.0	2889.9104430675507
89	103.78684	22.753225	127.3	31.949999	44.330826	7219.0	0.07410452	-1.8626451e-09	14.785223	-0.008189427	-0.41764486	1.4322869	0.005898026	0.067287505	49.0	2924.8794481754303
90	103.21742	25.635342	126.0	-1.9000007	44.015152	7351.0	0.0798765	2.7939677e-09	12.692734	-0.008220107	-0.32408893	1.4226477	0.0064152195	0.0647875	49.0	2960.3179035186768
91	101.669846	26.274614	129.0	-16.300001	46.174603	7477.0	0.0717276	-1.4901161e-08	11.766893	-0.007825984	-0.28144896	1.4350874	0.0052406224	0.054174997	49.0	2994.4263648986816
92	104.4424	24.710598	129.05	3.5999994	43.384056	7615.0	0.07206393	-5.5879354e-09	13.229373	-0.0075759855	-0.3296789	1.3810858	0.0056691132	0.0571625	49.0	3029.2607278823853
93	102.31555	28.080929	127.15	0.1499991	44.170372	7750.0	0.066642225	0.0	12.836649	-0.007546791	-0.32324195	1.3601749	0.005712576	0.0569625	49.0	3063.409999847412
94	102.353485	26.210978	128.8	11.449999	45.87597	7879.0	0.0760092	-2.3283064e-09	12.854557	-0.007703323	-0.38238788	1.374674	0.005696728	0.056675002	49.0	3099.3747215270996
95	105.54095	25.887505	130.45	-19.7	41.855072	8017.0	0.066986024	-1.8626451e-09	13.509954	-0.007659355	-0.3707087	1.3365366	0.0051486026	0.053625	49.0	3134.0557873249054
96	108.402725	23.216215	128.95	16.449999	39.734695	8164.0	0.07200353	-1.1175871e-08	14.415701	-0.0083211195	-0.4078945	1.3032329	0.0125242965	0.062175002	49.0	3168.884610891342
97	104.97319	25.349602	127.35	5.6499996	42.768116	8302.0	0.071116865	-7.450581e-09	15.7821045	-0.007897401	-0.48728168	1.337723	0.005931978	0.063475	49.0	3203.670873641968
98	105.72898	24.09623	127.45	12.15	43.108696	8440.0	0.07074597	-3.958121e-09	16.916512	-0.0080518685	-0.54703486	1.3361125	0.006325244	0.0642	49.0	3238.5229144096375
99	108.944145	26.176165	128.8	-3.5500007	37.51948	8594.0	0.07958627	1.3038516e-08	14.902103	-0.007829538	-0.56597686	1.2604145	0.005167098	0.0578125	49.0	3274.6856276988983
100	108.1993	23.817957	129.4	20.9	40.083916	8737.0	0.07565111	4.1909516e-09	14.625716	-0.008178315	-0.39826536	1.2801106	0.006212628	0.0646375	49.0	3310.375160932541
101	110.17468	25.427088	129.3	-12.300001	36.512657	8895.0	0.07356487	-6.519258e-09	15.131947	-0.007540623	-0.382717	1.2209148	0.006069742	0.0575125	49.0	3345.271525621414
102	110.82484	24.415733	128.25	6.4999995	36.320755	9054.0	0.07702182	9.778887e-09	14.801849	-0.007980123	-0.42481756	1.215778	0.005851399	0.057775	49.0	3381.3044073581696
103	114.699715	19.999573	129.0	26.849998	32.64407	9231.0	0.06615367	-3.7252903e-09	13.842841	-0.0081777945	-0.38697147	1.1584587	0.005697602	0.055887498	49.0	3415.7437682151794
104	109.876854	28.054201	129.2	-21.95	35.623455	9393.0	0.07584725	5.5879354e-09	15.673611	-0.008177234	-0.58367753	1.1778564	0.00567156	0.0601625	49.0	3451.0424983501434
105	112.20999	24.273022	129.1	17.65	34.769695	9558.0	0.07976998	-5.122274e-09	14.521715	-0.007445541	-0.51701605	1.1667031	0.0061353697	0.055212498	49.0	3488.706039428711
106	116.66139	18.514288	129.1	-2.850001	31.272223	9738.0	0.07773258	4.656613e-10	14.321304	-0.0074709	-0.53474176	1.1105862	0.005619807	0.053862497	49.0	3525.2601284980774
107	112.858864	23.096994	130.15	2.699999	34.136093	9907.0	0.0770484	8.614734e-09	14.197756	-0.0067578433	-0.40246248	1.1355458	0.0048570083	0.045125	49.0	3561.8885221481323
108	115.17796	21.213436	130.3	0.199999	32.118645	10084.0	0.0750507	-5.5879354e-09	13.13717	-0.0074933935	-0.35469913	1.1039186	0.005274607	0.0509125	49.0	3597.342942714691
109	117.38886	20.062355	129.95	0.5499994	29.492228	10277.0	0.08091068	3.7252903e-09	15.384924	-0.007472875	-0.37948358	1.038375	0.0055141347	0.052612502	49.0	3633.002635240555
110	118.79245	16.252455	130.4	45.649998	29.083334	10469.0	0.08454344	0.0	13.971067	-0.006994649	-0.32860804	1.0367203	0.005486956	0.046312504	49.0	3669.74946808815
111	118.28245	17.326946	130.55	36.25	29.457447	10657.0	0.07488305	5.820766e-09	13.227451	-0.0073479638	-0.40568984	1.0283754	0.00442703	0.046237502	49.0	3705.8784523010254
112	113.6431	25.866318	130.95	13.749999	31.78453	10838.0	0.07703222	3.259629e-09	13.692606	-0.0070550814	-0.3494252	1.0558307	0.0051609357	0.04915	49.0	3742.2807972431183
113	121.51801	12.391043	131.1	55.25	26.251184	11049.0	0.08478226	1.1175871e-08	13.104908	-0.007271244	-0.4397341	0.9744518	0.005526709	0.048012502	49.0	3778.11430644989
114	121.216835	15.054443	130.9	9.249999	26.201923	11257.0	0.082466856	7.683411e-09	13.725307	-0.0072230836	-0.27834034	0.97110486	0.0048767813	0.045075	49.0	3814.9578170776367
115	121.49202	15.227033	130.25	-11.85	25.760563	11470.0	0.08092909	9.313226e-10	12.812402	-0.007050231	-0.29763806	0.9535303	0.004481151	0.044962503	49.0	3851.290219306946
116	120.324524	17.977991	130.55	15.349999	26.528572	11680.0	0.07484997	-7.450581e-09	13.219421	-0.0068994174	-0.26985538	0.94824314	0.004828429	0.043250002	49.0	3886.836170911789
117	121.39882	15.351123	131.85	16.8	25.839622	11892.0	0.07799935	2.7939677e-09	12.14283	-0.007287206	-0.27208257	0.9285805	0.005266073	0.0511875	49.0	3923.0536274909973
118	121.71698	13.945876	131.5	28.699999	25.933962	12104.0	0.08067663	-9.313226e-10	12.351835	-0.0068952423	-0.22241282	0.93242174	0.005059848	0.04865	49.0	3958.8620615005493
119	122.706795	12.279443	131.4	36.0	24.868778	12325.0	0.0778802	1.3969839e-09	13.869438	-0.0074460264	-0.30274332	0.9127035	0.005171992	0.0478375	49.0	3994.8004899024963
120	122.91755	12.189868	130.85	37.95	24.484444	12550.0	0.079934455	-2.0489097e-08	12.75613	-0.0074957237	-0.24692178	0.89227676	0.0049309987	0.0480625	49.0	4030.5460596084595
121	124.44663	10.576787	132.0	27.949999	22.831224	12787.0	0.070155956	-3.259629e-09	12.235914	-0.007467241	-0.24689114	0.852787	0.0051304214	0.0477375	49.0	4062.7471964359283
122	124.149124	10.910991	130.6	62.55	23.418104	13019.0	0.080730274	8.032657e-09	12.5099745	-0.007296889	-0.24983728	0.8610288	0.005311015	0.051975	49.0	4098.025495052338
123	123.85237	12.711641	132.05	18.0	23.530172	13251.0	0.084235154	2.0489097e-08	11.792337	-0.0071616783	-0.249264	0.8600229	0.0049392832	0.0468125	49.0	4133.2033224105835
124	124.738945	9.638945	131.3	58.2	22.595833	13491.0	0.08103127	1.5133992e-08	12.363966	-0.006765238	-0.23095584	0.83434963	0.004600561	0.0435	49.0	4167.297880887985
125	125.2957	8.338874	131.7	62.25	22.012295	13735.0	0.08577085	-7.916242e-09	13.01944	-0.00734016	-0.2783252	0.80777293	0.0049198945	0.0472	49.0	4201.677674293518
126	125.268074	11.066669	131.75	14.65	21.598394	13984.0	0.087346405	-6.2864274e-09	12.132036	-0.0068662367	-0.34668136	0.7913891	0.004756153	0.046087496	49.0	4235.876016139984
127	125.28899	9.238777	131.1	54.6	22.028572	14229.0	0.085326515	2.0954758e-09	12.148023	-0.006939037	-0.24827302	0.80476356	0.0047680303	0.044462502	49.0	4269.956050395966
128	125.43545	8.263476	130.9	77.2	22.09836	14473.0	0.088524394	-9.546056e-09	11.943078	-0.007063931	-0.20746708	0.80759233	0.0057327915	0.048375	49.0	4306.528924942017
129	125.65302	9.217946	130.9	61.0	21.600807	14721.0	0.08438204	-1.0593794e-08	11.745171	-0.007085585	-0.24641335	0.7942695	0.0053436905	0.0454375	49.0	4339.765422344208
130	127.09698	4.7399874	131.4	78.85	20.08302	14986.0	0.08711076	1.21071935e-08	11.91745	-0.006596817	-0.17209089	0.7583999	0.0042012543	0.0388625	49.0	4373.603198766708
131	125.65223	10.227765	131.25	52.5	21.630081	15232.0	0.0873956	-6.519258e-09	11.0350685	-0.007016751	-0.19538939	0.79146534	0.004739353	0.0453375	49.0	4409.020295858383
132	125.853546	11.050283	132.05	9.899999	21.102766	15485.0	0.08190894	-9.313226e-10	11.782638	-0.006892881	-0.19970202	0.7744756	0.004695183	0.0457625	49.0	4443.71094918251
133	126.97549	5.9480457	131.4	72.35	20.275862	15746.0	0.084613144	-8.8475645e-09	11.640837	-0.0070664356	-0.22202158	0.7465485	0.004660163	0.042475	49.0	4477.3536949157715
134	127.00383	6.216546	131.3	64.1	20.172413	16007.0	0.08801263	2.3283064e-10	11.474213	-0.007001262	-0.228832	0.75086796	0.004965867	0.0456	49.0	4511.0608921051025
135	127.3069	5.8571906	131.45	53.3	19.768656	16275.0	0.08512142	7.450581e-09	11.654081	-0.006623492	-0.21452558	0.7179624	0.0043187826	0.043899998	49.0	4544.201989889145
136	125.194984	13.364428	132.8	25.0	21.62249	16524.0	0.08227868	1.8626451e-09	12.5544405	-0.0072726756	-0.34652483	0.748993	0.0045676962	0.0450625	49.0	4579.700425386429
137	125.901566	10.834159	132.35	52.0	21.320312	16780.0	0.0825884	9.313226e-09	11.72515	-0.0066219433	-0.30293477	0.73657817	0.0048724758	0.0455375	49.0	4614.157385587692
138	126.57723	7.8040614	131.95	64.05	20.832685	17037.0	0.08522295	-1.8859282e-08	10.865486	-0.0069224387	-0.18286943	0.7298929	0.005417019	0.043375	49.0	4647.592712402344
139	127.279785	7.909318	132.55	36.05	20.086142	17304.0	0.08222403	-1.3038516e-08	12.463139	-0.0066160467	-0.26332188	0.70355916	0.0047396887	0.0401125	49.0	4682.118748664856
140	126.82347	9.268273	133.1	18.699999	20.347328	17566.0	0.0862029	-2.0256266e-08	11.508663	-0.006740555	-0.24806869	0.7186229	0.0052077295	0.043975	49.0	4717.01114821434
141	127.60335	6.474922	131.85	66.4	19.743494	17835.0	0.0837856	-1.0011718e-08	11.114385	-0.006582519	-0.19819856	0.70312643	0.005421919	0.0385875	49.0	4750.589029550552
142	127.33973	7.077596	132.55	68.299995	19.921642	18103.0	0.08162693	-3.0267984e-09	11.350048	-0.0068154647	-0.22268713	0.7016187	0.007158422	0.05	49.0	4784.32216501236
