Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
2720	-65.505005	51.347664	16.749994	-185.20001	100.0	3 h 34 min 17 sec
2740	-70.20001	59.365128	-0.250005	-180.8	100.0	3 h 35 min 54 sec
2760	-57.67751	63.43261	79.149994	-144.90001	100.0	3 h 37 min 37 sec
2780	-49.572502	56.11554	100.649994	-128.45001	100.0	3 h 39 min 15 sec
2800	-63.522503	61.473267	39.699993	-180.05	100.0	3 h 41 min 1 sec
2820	-81.44001	67.7001	32.29999	-254.1	100.0	3 h 42 min 43 sec
2840	-44.11001	68.03991	90.85	-165.95	100.0	3 h 44 min 26 sec
2860	-61.942505	45.811764	45.649994	-149.15001	100.0	3 h 46 min 12 sec
2880	-50.475002	54.787483	23.699993	-209.7	100.0	3 h 47 min 59 sec
2900	-56.72751	59.671833	58.199993	-180.85	100.0	3 h 49 min 43 sec
2920	-36.612507	47.49776	46.499996	-146.1	100.0	3 h 51 min 25 sec
2940	-14.252505	85.606155	103.1	-184.55	100.0	3 h 53 min 4 sec
2960	-77.18001	71.85135	106.1	-184.8	100.0	3 h 54 min 49 sec
2980	-53.512505	67.037796	63.749996	-165.0	100.0	3 h 56 min 33 sec
3000	-33.752502	63.924194	123.299995	-155.35	100.0	3 h 58 min 17 sec
3020	-38.155006	65.9281	86.149994	-134.0	100.0	4 h 0 min 2 sec
3040	-28.065002	50.48124	58.799995	-119.8	100.0	4 h 1 min 41 sec
3060	-31.212505	67.518715	112.99999	-175.05	100.0	4 h 3 min 26 sec
3080	-38.74	57.96481	83.74999	-167.0	100.0	4 h 5 min 9 sec
3100	-44.772507	75.12351	114.74999	-154.5	100.0	4 h 6 min 51 sec
3120	-28.36501	67.875694	110.899994	-169.8	100.0	4 h 8 min 34 sec
3140	-36.222507	71.64469	85.85	-181.1	100.0	4 h 10 min 16 sec
3160	-58.942505	77.24257	78.49999	-309.0	100.0	4 h 11 min 54 sec
3180	-44.410007	65.47678	128.9	-151.3	100.0	4 h 13 min 37 sec
3200	-53.982506	61.291973	59.299995	-184.95001	100.0	4 h 15 min 22 sec
3220	-54.000008	50.144264	83.149994	-110.700005	100.0	4 h 17 min 5 sec
3240	-37.545006	80.72969	70.99999	-229.70001	100.0	4 h 18 min 49 sec
3260	-44.580006	62.212967	77.34999	-167.0	100.0	4 h 20 min 34 sec
3280	-45.280006	63.127045	80.45	-232.8	100.0	4 h 22 min 15 sec
3300	-76.07751	56.63264	49.699997	-156.55	100.0	4 h 23 min 59 sec
3320	-47.04001	66.3233	69.149994	-208.45001	100.0	4 h 25 min 40 sec
3340	-80.3225	56.25988	58.349995	-168.35	100.0	4 h 27 min 21 sec
3360	-31.120007	78.21293	105.549995	-148.3	100.0	4 h 29 min 1 sec
3380	-32.260002	69.045845	142.34999	-124.600006	100.0	4 h 30 min 43 sec
3400	-59.555004	53.09566	47.349995	-178.40001	100.0	4 h 32 min 27 sec
3420	-42.0275	74.74594	123.2	-176.45001	100.0	4 h 34 min 13 sec
3440	-41.935005	56.169926	128.4	-99.3	100.0	4 h 35 min 54 sec
3460	-26.762503	55.33156	68.95	-135.85	100.0	4 h 37 min 31 sec
3480	-45.280006	64.80842	55.599995	-157.1	100.0	4 h 39 min 10 sec
3500	-47.197502	60.188007	62.899994	-181.40001	100.0	4 h 40 min 50 sec
3520	-63.719994	59.611347	22.349995	-162.2	100.0	4 h 42 min 31 sec
3540	-27.997503	73.8444	140.25	-136.45	100.0	4 h 44 min 9 sec
3560	-38.920006	52.41665	42.249996	-131.20001	100.0	4 h 45 min 51 sec
3580	-29.860006	64.56934	75.649994	-143.40001	100.0	4 h 47 min 31 sec
3600	-36.867508	55.92073	73.7	-152.20001	100.0	4 h 49 min 10 sec
3620	-28.700003	72.85905	101.299995	-183.80002	100.0	4 h 50 min 47 sec
3640	-45.760006	75.53641	160.84999	-176.20001	100.0	4 h 52 min 20 sec
3660	-19.355007	78.316216	126.399994	-156.05	100.0	4 h 54 min 1 sec
3680	-31.602509	62.13328	125.1	-122.950005	100.0	4 h 55 min 47 sec
3700	-27.570004	66.90697	92.399994	-145.35	100.0	4 h 57 min 27 sec
3720	-25.125004	78.09218	117.95	-155.45001	100.0	4 h 59 min 9 sec
3740	-59.78251	59.613083	39.899998	-201.20001	100.0	5 h 0 min 44 sec
3760	-40.372505	46.720676	58.399994	-123.4	100.0	5 h 2 min 26 sec
3780	-3.1950052	60.43376	131.15	-79.00001	100.0	5 h 4 min 7 sec
3800	-24.765003	68.3788	103.09999	-165.45	100.0	5 h 5 min 48 sec
3820	-55.350006	64.08386	40.449997	-190.20001	100.0	5 h 7 min 24 sec
3840	-20.352505	68.78885	90.6	-137.0	100.0	5 h 9 min 3 sec
3860	-49.500008	56.07722	81.2	-150.40001	100.0	5 h 10 min 43 sec
3880	-50.060005	45.542564	35.449993	-133.20001	100.0	5 h 12 min 22 sec
3900	-65.740005	85.64677	114.59999	-191.1	100.0	5 h 14 min 6 sec
3920	-70.25751	69.01057	48.899994	-214.75002	100.0	5 h 15 min 47 sec
3940	-62.027508	62.96891	74.149994	-156.65001	100.0	5 h 17 min 31 sec
3960	-49.152508	71.41973	106.09999	-156.55	100.0	5 h 19 min 10 sec
3980	-47.027504	45.599354	30.249996	-150.3	100.0	5 h 20 min 57 sec
4000	-69.092514	64.56357	45.549995	-203.95001	100.0	5 h 22 min 39 sec
4020	-56.045006	63.082985	113.35	-184.65001	100.0	5 h 24 min 20 sec
4040	-78.96751	64.04598	43.799995	-188.3	100.0	5 h 26 min 0 sec
4060	-76.49251	55.977318	19.199991	-199.8	100.0	5 h 27 min 42 sec
4080	-51.007504	53.809135	80.799995	-138.20001	100.0	5 h 29 min 22 sec
4100	-52.7075	59.19762	69.84999	-154.50002	100.0	5 h 31 min 1 sec
4120	-55.682507	53.739746	19.999996	-176.05	100.0	5 h 32 min 42 sec
4140	-64.90501	59.689373	60.749996	-154.1	100.0	5 h 34 min 21 sec
4160	-84.354996	37.673634	-2.1500075	-161.15001	100.0	5 h 36 min 2 sec
4180	-60.527504	58.247658	61.299995	-158.25	100.0	5 h 37 min 47 sec
4200	-56.465004	63.879078	66.85	-158.40001	100.0	5 h 39 min 30 sec
4220	-41.592506	60.265137	36.749996	-199.90001	100.0	5 h 41 min 10 sec
